Date,Source_Type,Text,Source_Link,Cleaned_Text
2025-12-25,Blog,The ethics of JEPA: Balancing Accuracy and progress. Is World Models safe? A deep dive into Safety. Why Neural Physics is the future of Automotive.,https://www.wired.com/tag/virtual-reality/article/unity-announces-new-world-models-platform,ethic jepa balance accuracy progress safe deep dive safety neural physic future automotive
2025-10-19,Blog,"Is World Models safe? A deep dive into Data Security. Forget LLMs, JEPA is what matters for Construction. Microsoft announces new JEPA platform.",https://www.zdnet.com/topic/vr-and-ar/article/is-object-permanence-safe?-a-deep-dive-into-latenc,safe deep dive security forget jepa matter construction microsoft announces jepa platform
2024-05-10,Blog,The shift from Generative Text to Physics-Informed AI explained. Understanding the physics of Object Permanence in Construction. How Siemens is using Object Permanence to revolutionize Manufacturing.,https://www.forbes.com/innovation/article/the-ethics-of-physics-informed-ai-balancing-survei,shift generative text physicsinformed explain understand physic object permanence construction siemens object permanence revolutionize manufacturing
2025-09-10,Blog,"Top 5 reasons to invest in Neural Physics for Robotics. How Tesla is using Object Permanence to revolutionize Energy. Forget LLMs, JEPA is what matters for Construction.",https://techcrunch.com/category/augmented-reality/article/understanding-the-physics-of-digital-twins-in-robo,top reason invest neural physic robotics tesla object permanence revolutionize energy forget jepa matter construction
2024-05-16,Blog,Top 5 reasons to invest in Latent Space Sim for Manufacturing. Understanding the physics of Voxel AI in Robotics. Understanding the physics of Physics-Informed AI in Defense.,https://venturebeat.com/category/ar-vr/article/unreal-engine-announces-new-world-models-platform,top reason invest latent space sim manufacturing understand physic voxel robotics understand physic physicsinformed defense
2024-03-22,Blog,The ethics of Spatial Intelligence: Balancing Latency and progress. The hidden dangers of Object Permanence in Healthcare. Google DeepMind announces new Digital Twins platform.,https://www.theverge.com/vr-virtual-realityarticle/understanding-the-physics-of-spatial-intelligence-,ethic balance latency progress hidden danger object permanence healthcare google deepmind announces digital twin platform
2024-05-14,Blog,Unity announces new JEPA platform. The hidden dangers of Object Permanence in Automotive. Understanding the physics of Voxel AI in Automotive.,https://arstechnica.com/gaming/article/top-5-reasons-to-invest-in-neural-physics-for-defe,unity announces jepa platform hidden danger object permanence automotive understand physic voxel automotive
2024-07-17,Blog,How Unreal Engine is using World Models to revolutionize Industrial XR. The hidden dangers of Spatial Agents in Industrial XR. Understanding the physics of Voxel AI in Logistics.,https://www.zdnet.com/topic/vr-and-ar/article/is-spatial-intelligence-safe?-a-deep-dive-into-com,unreal engine revolutionize industrial hidden danger agent industrial understand physic voxel logistics
2024-04-18,Blog,Why Voxel AI is the future of Energy. The hidden dangers of Object Permanence in Logistics. Unity announces new Digital Twins platform.,https://www.forbes.com/innovation/article/openai-announces-new-neural-physics-platform,voxel future energy hidden danger object permanence logistics unity announces digital twin platform
2025-02-06,Blog,Top 5 reasons to invest in World Models for Logistics. The shift from Generative Text to Voxel AI explained. The hidden dangers of Physics-Informed AI in Defense.,https://www.engadget.com/tag/vr/article/the-hidden-dangers-of-neural-physics-in-industrial,top reason invest logistics shift generative text voxel explain hidden danger physicsinformed defense
2025-03-23,Blog,Top 5 reasons to invest in Neural Physics for Defense. The hidden dangers of Physics-Informed AI in Manufacturing. The shift from Generative Text to JEPA explained.,"https://techcrunch.com/category/augmented-reality/article/forget-llms,-spatial-agents-is-what-matters-for-in",top reason invest neural physic defense hidden danger physicsinformed manufacturing shift generative text jepa explain
2025-05-16,Blog,"Forget LLMs, Object Permanence is what matters for Energy. Why Spatial Agents is the future of Logistics. Understanding the physics of Voxel AI in Urban Planning.","https://www.theverge.com/vr-virtual-realityarticle/forget-llms,-neural-physics-is-what-matters-for-en",forget object permanence matter energy agent future logistics understand physic voxel urban planning
2024-07-26,Blog,Microsoft announces new Spatial Intelligence platform. The shift from Generative Text to Digital Twins explained. Top 5 reasons to invest in Neural Physics for Manufacturing.,https://www.zdnet.com/topic/vr-and-ar/article/how-openai-is-using-spatial-agents-to-revolutioniz,microsoft announces platform shift generative text digital twin explain top reason invest neural physic manufacturing
2025-09-29,Blog,The ethics of World Models: Balancing Compute Cost and progress. How Unreal Engine is using Latent Space Sim to revolutionize Logistics. The hidden dangers of Latent Space Sim in Automotive.,https://www.engadget.com/tag/vr/article/why-voxel-ai-is-the-future-of-industrial-xr,ethic balance compute cost progress unreal engine latent space sim revolutionize logistics hidden danger latent space sim automotive
2025-06-23,Blog,"Unreal Engine announces new Spatial Agents platform. Forget LLMs, JEPA is what matters for Robotics. Why Digital Twins is the future of Healthcare.",https://www.uploadvr.com/article/why-neural-physics-is-the-future-of-automotive,unreal engine announces agent platform forget jepa matter robotics digital twin future healthcare
2024-08-31,Blog,"Why Object Permanence is the future of Manufacturing. Top 5 reasons to invest in JEPA for Energy. Forget LLMs, Digital Twins is what matters for Construction.",https://www.wired.com/tag/virtual-reality/article/the-shift-from-generative-text-to-spatial-agents-e,object permanence future manufacturing top reason invest jepa energy forget digital twin matter construction
2024-08-25,Blog,The ethics of Spatial Intelligence: Balancing Hallucination and progress. The hidden dangers of JEPA in Healthcare. Top 5 reasons to invest in Spatial Intelligence for Manufacturing.,https://arstechnica.com/gaming/article/understanding-the-physics-of-voxel-ai-in-industria,ethic balance hallucination progress hidden danger jepa healthcare top reason invest manufacturing
2024-06-01,Blog,"How Unreal Engine is using Latent Space Sim to revolutionize Energy. Understanding the physics of Voxel AI in Defense. Forget LLMs, Digital Twins is what matters for Construction.",https://www.engadget.com/tag/vr/article/the-hidden-dangers-of-neural-physics-in-urban-plan,unreal engine latent space sim revolutionize energy understand physic voxel defense forget digital twin matter construction
2025-03-27,Blog,The hidden dangers of Voxel AI in Defense. The ethics of Latent Space Sim: Balancing Hallucination and progress. Why Latent Space Sim is the future of Healthcare.,https://www.wired.com/tag/virtual-reality/article/how-openai-is-using-world-models-to-revolutionize-,hidden danger voxel defense ethic latent space sim balance hallucination progress latent space sim future healthcare
2025-01-18,Blog,Understanding the physics of JEPA in Urban Planning. Top 5 reasons to invest in Voxel AI for Urban Planning. Top 5 reasons to invest in Voxel AI for Healthcare.,https://www.uploadvr.com/article/how-openai-is-using-voxel-ai-to-revolutionize-robo,understand physic jepa urban planning top reason invest voxel urban planning top reason invest voxel healthcare
2025-10-31,Blog,"Forget LLMs, Spatial Agents is what matters for Construction. How NVIDIA is using Voxel AI to revolutionize Automotive. The shift from Generative Text to Spatial Intelligence explained.",https://venturebeat.com/category/ar-vr/article/is-jepa-safe?-a-deep-dive-into-privacy,forget agent matter construction nvidia voxel revolutionize automotive shift generative text explain
2025-04-11,Blog,The ethics of Latent Space Sim: Balancing User Experience and progress. How Unity is using Spatial Agents to revolutionize Defense. Top 5 reasons to invest in Spatial Intelligence for Logistics.,https://www.engadget.com/tag/vr/article/the-hidden-dangers-of-neural-physics-in-robotics,ethic latent space sim balance user experience progress unity agent revolutionize defense top reason invest logistics
2024-01-25,Professional Network,Great discussion on Digital Twins vs LLMs today. The consensus is clear: physics matters.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,great discussion digital twin today consensus clear physic matter
2025-02-12,Professional Network,Excited to speak at the Energy summit about Neural Physics and Accuracy.,https://www.cio.com/,excite speak energy summit neural physic accuracy
2025-01-09,Professional Network,Hiring for Digital Twin Engineer with experience in World Models and Automotive.,https://www.linkedin.com/groups/37782/,hire digital twin engineer experience automotive
2024-10-22,Professional Network,Excited to speak at the Healthcare summit about Physics-Informed AI and Latency.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,excite speak healthcare summit physicsinformed latency
2025-09-09,Professional Network,We need to talk about Hallucination in Neural Physics. It's a ticking time bomb.,https://www.linkedin.com/groups/3073331/,need talk hallucination neural physic tick bomb
2025-10-19,Professional Network,Is anyone else worried about Hallucination with the new Spatial Intelligence tools?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,anyone else worried hallucination tool
2024-07-13,Professional Network,We need to talk about Surveillance in Latent Space Sim. It's a ticking time bomb.,https://www.linkedin.com/groups/4052516/,need talk surveillance latent space sim tick bomb
2024-05-26,Professional Network,The ROI on Physics-Informed AI for Energy is undeniable. 40% efficiency gains.,https://www.gartner.com/en/information-technology,roi physicsinformed energy undeniable efficiency gain
2025-04-03,Professional Network,Proud to announce our new partnership with Meta to build World Models solutions.,https://www.linkedin.com/groups/4052516/,proud announce partnership meta build solution
2025-09-25,Professional Network,Just saw a demo of Spatial Intelligence by NVIDIA. Mind blown! #XR #AI,https://www.linkedin.com/groups/4052516/,saw demo nvidia mind blown
2025-01-08,Professional Network,Hiring for Digital Twin Engineer with experience in Digital Twins and Healthcare.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,hire digital twin engineer experience digital twin healthcare
2024-11-27,Professional Network,Hiring for Digital Twin Engineer with experience in Voxel AI and Logistics.,https://www.gartner.com/en/information-technology,hire digital twin engineer experience voxel logistics
2025-01-09,Professional Network,Great discussion on Object Permanence vs LLMs today. The consensus is clear: physics matters.,https://www.gartner.com/en/information-technology,great discussion object permanence today consensus clear physic matter
2024-01-20,Professional Network,The future of work is Voxel AI. Are you ready?,https://www.linkedin.com/groups/37782/,future work voxel ready
2025-07-03,Professional Network,Just saw a demo of JEPA by Unreal Engine. Mind blown! #XR #AI,https://www.linkedin.com/groups/37782/,saw demo jepa unreal engine mind blown
2024-08-12,Professional Network,Proud to announce our new partnership with Apple to build Voxel AI solutions.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,proud announce partnership apple build voxel solution
2025-06-18,Professional Network,Hiring for Digital Twin Engineer with experience in Physics-Informed AI and Automotive.,https://www.cio.com/,hire digital twin engineer experience physicsinformed automotive
2024-06-20,Professional Network,The ROI on Spatial Agents for Defense is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/4052516/,roi agent defense undeniable efficiency gain
2025-04-01,Professional Network,The future of work is World Models. Are you ready?,https://www.linkedin.com/groups/4052516/,future work ready
2024-09-04,Professional Network,The ROI on Object Permanence for Construction is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/3073331/,roi object permanence construction undeniable efficiency gain
2025-02-10,Professional Network,Great discussion on Spatial Agents vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/3073331/,great discussion agent today consensus clear physic matter
2025-05-08,Professional Network,"Stop treating XR like a chatbot. We need JEPA, not text.",https://www.cio.com/,stop treat like chatbot need jepa text
2025-10-30,Professional Network,Great discussion on Digital Twins vs LLMs today. The consensus is clear: physics matters.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,great discussion digital twin today consensus clear physic matter
2025-05-12,Professional Network,Is anyone else worried about Latency with the new Spatial Agents tools?,https://www.linkedin.com/groups/37782/,anyone else worried latency agent tool
2024-08-05,Professional Network,Proud to announce our new partnership with Meta to build JEPA solutions.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,proud announce partnership meta build jepa solution
2025-09-05,Professional Network,The future of work is Neural Physics. Are you ready?,https://www.linkedin.com/groups/4052516/,future work neural physic ready
2024-11-23,Professional Network,Proud to announce our new partnership with Unreal Engine to build Latent Space Sim solutions.,https://www.cio.com/,proud announce partnership unreal engine build latent space sim solution
2025-12-29,Professional Network,Great discussion on World Models vs LLMs today. The consensus is clear: physics matters.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,great discussion today consensus clear physic matter
2024-09-08,Professional Network,We need to talk about Ethics in JEPA. It's a ticking time bomb.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,need talk ethic jepa tick bomb
2024-04-26,Professional Network,Great discussion on Object Permanence vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/37782/,great discussion object permanence today consensus clear physic matter
2025-10-01,Professional Network,The future of work is JEPA. Are you ready?,https://www.gartner.com/en/information-technology,future work jepa ready
2025-04-02,Professional Network,Is anyone else worried about Privacy with the new Physics-Informed AI tools?,https://www.linkedin.com/groups/37782/,anyone else worried privacy physicsinformed tool
2025-03-25,Professional Network,We need to talk about Latency in Neural Physics. It's a ticking time bomb.,https://www.cio.com/,need talk latency neural physic tick bomb
2024-03-02,Professional Network,Is anyone else worried about Privacy with the new World Models tools?,https://www.linkedin.com/groups/4052516/,anyone else worried privacy tool
2024-12-07,Professional Network,Is anyone else worried about Hallucination with the new Physics-Informed AI tools?,https://www.linkedin.com/groups/3073331/,anyone else worried hallucination physicsinformed tool
2025-09-17,Professional Network,Excited to speak at the Automotive summit about Physics-Informed AI and Hallucination.,https://www.gartner.com/en/information-technology,excite speak automotive summit physicsinformed hallucination
2025-12-11,Professional Network,Proud to announce our new partnership with Unity to build Physics-Informed AI solutions.,https://www.linkedin.com/groups/3073331/,proud announce partnership unity build physicsinformed solution
2024-03-10,Professional Network,Proud to announce our new partnership with Apple to build Object Permanence solutions.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,proud announce partnership apple build object permanence solution
2024-03-03,Professional Network,We need to talk about Ethics in Spatial Agents. It's a ticking time bomb.,https://www.linkedin.com/groups/3073331/,need talk ethic agent tick bomb
2025-05-30,Professional Network,The future of work is Voxel AI. Are you ready?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,future work voxel ready
2025-07-20,Professional Network,Hiring for AI Researcher with experience in Voxel AI and Industrial XR.,https://www.linkedin.com/groups/37782/,hire researcher experience voxel industrial
2024-07-11,Professional Network,Excited to speak at the Robotics summit about Spatial Agents and Compute Cost.,https://www.gartner.com/en/information-technology,excite speak robotics summit agent compute cost
2025-05-21,Professional Network,Excited to speak at the Urban Planning summit about Digital Twins and Privacy.,https://www.gartner.com/en/information-technology,excite speak urban planning summit digital twin privacy
2025-12-20,Professional Network,Great discussion on Spatial Agents vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/4052516/,great discussion agent today consensus clear physic matter
2025-09-12,Professional Network,"Stop treating XR like a chatbot. We need World Models, not text.",https://www.cio.com/,stop treat like chatbot need text
2024-06-08,Professional Network,Is anyone else worried about Compute Cost with the new Object Permanence tools?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,anyone else worried compute cost object permanence tool
2024-06-27,Professional Network,Excited to speak at the Energy summit about Voxel AI and Hallucination.,https://www.cio.com/,excite speak energy summit voxel hallucination
2024-01-18,Professional Network,Great discussion on Latent Space Sim vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/4052516/,great discussion latent space sim today consensus clear physic matter
2025-02-02,Professional Network,Great discussion on Object Permanence vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/37782/,great discussion object permanence today consensus clear physic matter
2024-03-25,Professional Network,"Stop treating XR like a chatbot. We need Object Permanence, not text.",https://www.linkedin.com/groups/4052516/,stop treat like chatbot need object permanence text
2024-08-01,Professional Network,Proud to announce our new partnership with Siemens to build Voxel AI solutions.,https://www.linkedin.com/groups/4052516/,proud announce partnership siemens build voxel solution
2025-03-09,Professional Network,Excited to speak at the Urban Planning summit about World Models and Surveillance.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,excite speak urban planning summit surveillance
2024-10-14,Professional Network,The ROI on Physics-Informed AI for Urban Planning is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/37782/,roi physicsinformed urban planning undeniable efficiency gain
2024-05-11,Professional Network,Is anyone else worried about Surveillance with the new Spatial Agents tools?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,anyone else worried surveillance agent tool
2024-11-04,Professional Network,Proud to announce our new partnership with Tesla to build World Models solutions.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,proud announce partnership tesla build solution
2024-11-11,Professional Network,The future of work is Object Permanence. Are you ready?,https://www.linkedin.com/groups/37782/,future work object permanence ready
2025-02-24,Professional Network,Is anyone else worried about Compute Cost with the new World Models tools?,https://www.cio.com/,anyone else worried compute cost tool
2025-09-09,Professional Network,Great discussion on Voxel AI vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/3073331/,great discussion voxel today consensus clear physic matter
2025-04-11,Professional Network,Great discussion on World Models vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/4052516/,great discussion today consensus clear physic matter
2024-12-09,Professional Network,Just saw a demo of Voxel AI by Apple. Mind blown! #XR #AI,https://www.linkedin.com/groups/4052516/,saw demo voxel apple mind blown
2025-12-06,Professional Network,Hiring for CTO with experience in Neural Physics and Construction.,https://www.cio.com/,hire cto experience neural physic construction
2024-08-08,Professional Network,The future of work is JEPA. Are you ready?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,future work jepa ready
2024-10-27,Professional Network,The ROI on Spatial Intelligence for Automotive is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/37782/,roi automotive undeniable efficiency gain
2025-09-18,Professional Network,Excited to speak at the Logistics summit about Physics-Informed AI and Data Security.,https://www.cio.com/,excite speak logistics summit physicsinformed security
2025-10-14,Professional Network,"Stop treating XR like a chatbot. We need Voxel AI, not text.",https://www.linkedin.com/groups/4052516/,stop treat like chatbot need voxel text
2025-03-21,Professional Network,"Stop treating XR like a chatbot. We need World Models, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need text
2024-03-01,Professional Network,The future of work is Neural Physics. Are you ready?,https://www.linkedin.com/groups/4052516/,future work neural physic ready
2025-06-13,Professional Network,Is anyone else worried about Data Security with the new Object Permanence tools?,https://www.cio.com/,anyone else worried security object permanence tool
2025-11-22,Professional Network,"Stop treating XR like a chatbot. We need Spatial Intelligence, not text.",https://www.cio.com/,stop treat like chatbot need text
2024-07-24,Professional Network,Great discussion on Object Permanence vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/4052516/,great discussion object permanence today consensus clear physic matter
2024-04-05,Professional Network,We need to talk about Data Security in Digital Twins. It's a ticking time bomb.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,need talk security digital twin tick bomb
2025-02-16,Professional Network,Excited to speak at the Logistics summit about JEPA and Latency.,https://www.linkedin.com/groups/37782/,excite speak logistics summit jepa latency
2024-01-10,Professional Network,Is anyone else worried about Privacy with the new Object Permanence tools?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,anyone else worried privacy object permanence tool
2024-08-28,Professional Network,Hiring for Digital Twin Engineer with experience in JEPA and Robotics.,https://www.linkedin.com/groups/4052516/,hire digital twin engineer experience jepa robotics
2025-07-07,Professional Network,Proud to announce our new partnership with Meta to build World Models solutions.,https://www.gartner.com/en/information-technology,proud announce partnership meta build solution
2024-04-23,Professional Network,Just saw a demo of Digital Twins by Meta. Mind blown! #XR #AI,https://www.cio.com/,saw demo digital twin meta mind blown
2024-09-15,Professional Network,"Stop treating XR like a chatbot. We need Latent Space Sim, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need latent space sim text
2025-05-01,Professional Network,"Stop treating XR like a chatbot. We need Voxel AI, not text.",https://www.cio.com/,stop treat like chatbot need voxel text
2025-05-15,Professional Network,"Stop treating XR like a chatbot. We need JEPA, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need jepa text
2025-09-17,Professional Network,Proud to announce our new partnership with NVIDIA to build Spatial Intelligence solutions.,https://www.gartner.com/en/information-technology,proud announce partnership nvidia build solution
2025-06-26,Professional Network,"Stop treating XR like a chatbot. We need Voxel AI, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need voxel text
2025-10-04,Professional Network,Excited to speak at the Energy summit about Neural Physics and Ethics.,https://www.cio.com/,excite speak energy summit neural physic ethic
2025-05-08,Professional Network,Excited to speak at the Healthcare summit about Latent Space Sim and Accuracy.,https://www.linkedin.com/groups/4052516/,excite speak healthcare summit latent space sim accuracy
2024-06-18,Professional Network,Just saw a demo of Physics-Informed AI by Siemens. Mind blown! #XR #AI,https://www.gartner.com/en/information-technology,saw demo physicsinformed siemens mind blown
2024-07-10,Professional Network,Just saw a demo of Physics-Informed AI by Unity. Mind blown! #XR #AI,https://www.linkedin.com/groups/4052516/,saw demo physicsinformed unity mind blown
2025-06-08,Professional Network,Is anyone else worried about Latency with the new Spatial Intelligence tools?,https://www.cio.com/,anyone else worried latency tool
2024-01-14,Professional Network,Proud to announce our new partnership with Apple to build Digital Twins solutions.,https://www.linkedin.com/groups/4052516/,proud announce partnership apple build digital twin solution
2025-12-10,Professional Network,Great discussion on Spatial Intelligence vs LLMs today. The consensus is clear: physics matters.,https://www.gartner.com/en/information-technology,great discussion today consensus clear physic matter
2025-05-19,Professional Network,"Stop treating XR like a chatbot. We need JEPA, not text.",https://www.gartner.com/en/information-technology,stop treat like chatbot need jepa text
2025-12-07,Professional Network,Hiring for CTO with experience in Object Permanence and Manufacturing.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,hire cto experience object permanence manufacturing
2025-08-22,Professional Network,Excited to speak at the Construction summit about Object Permanence and Surveillance.,https://www.linkedin.com/groups/3073331/,excite speak construction summit object permanence surveillance
2025-08-24,Professional Network,"Stop treating XR like a chatbot. We need Spatial Agents, not text.",https://www.linkedin.com/groups/4052516/,stop treat like chatbot need agent text
2025-07-02,Professional Network,We need to talk about Hallucination in Physics-Informed AI. It's a ticking time bomb.,https://www.linkedin.com/groups/37782/,need talk hallucination physicsinformed tick bomb
2025-10-27,Professional Network,Hiring for AI Researcher with experience in Physics-Informed AI and Logistics.,https://www.linkedin.com/groups/37782/,hire researcher experience physicsinformed logistics
2024-07-08,Professional Network,Just saw a demo of Digital Twins by Google DeepMind. Mind blown! #XR #AI,https://www.linkedin.com/groups/4052516/,saw demo digital twin google deepmind mind blown
2025-06-09,Professional Network,Great discussion on Spatial Intelligence vs LLMs today. The consensus is clear: physics matters.,https://www.linkedin.com/groups/3073331/,great discussion today consensus clear physic matter
2025-02-16,Professional Network,The ROI on Digital Twins for Logistics is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/37782/,roi digital twin logistics undeniable efficiency gain
2025-03-22,Professional Network,"Stop treating XR like a chatbot. We need Neural Physics, not text.",https://www.cio.com/,stop treat like chatbot need neural physic text
2025-12-14,Professional Network,Just saw a demo of Object Permanence by Unreal Engine. Mind blown! #XR #AI,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,saw demo object permanence unreal engine mind blown
2025-02-12,Professional Network,"Stop treating XR like a chatbot. We need JEPA, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need jepa text
2024-08-29,Professional Network,Proud to announce our new partnership with Unreal Engine to build Latent Space Sim solutions.,https://www.gartner.com/en/information-technology,proud announce partnership unreal engine build latent space sim solution
2025-10-31,Professional Network,Just saw a demo of JEPA by Tesla. Mind blown! #XR #AI,https://www.linkedin.com/groups/37782/,saw demo jepa tesla mind blown
2025-06-01,Professional Network,Excited to speak at the Urban Planning summit about Neural Physics and Surveillance.,https://www.gartner.com/en/information-technology,excite speak urban planning summit neural physic surveillance
2024-12-30,Professional Network,The ROI on World Models for Automotive is undeniable. 40% efficiency gains.,https://www.linkedin.com/groups/37782/,roi automotive undeniable efficiency gain
2024-02-22,Professional Network,Hiring for Spatial Computing Architect with experience in Spatial Intelligence and Energy.,https://www.cio.com/,hire compute architect experience energy
2025-07-17,Professional Network,Excited to speak at the Energy summit about Voxel AI and Safety.,https://www.linkedin.com/groups/4052516/,excite speak energy summit voxel safety
2024-01-03,Professional Network,Excited to speak at the Industrial XR summit about Voxel AI and Ethics.,https://www.cio.com/,excite speak industrial summit voxel ethic
2024-06-18,Professional Network,Hiring for AI Researcher with experience in Spatial Agents and Urban Planning.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,hire researcher experience agent urban planning
2025-08-15,Professional Network,We need to talk about Hallucination in Latent Space Sim. It's a ticking time bomb.,https://www.linkedin.com/groups/4052516/,need talk hallucination latent space sim tick bomb
2024-05-20,Professional Network,The future of work is JEPA. Are you ready?,https://www.cio.com/,future work jepa ready
2025-11-15,Professional Network,Great discussion on Latent Space Sim vs LLMs today. The consensus is clear: physics matters.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,great discussion latent space sim today consensus clear physic matter
2024-07-18,Professional Network,Just saw a demo of World Models by Meta. Mind blown! #XR #AI,https://www.linkedin.com/groups/4052516/,saw demo meta mind blown
2024-07-14,Professional Network,We need to talk about Compute Cost in Object Permanence. It's a ticking time bomb.,https://www.gartner.com/en/information-technology,need talk compute cost object permanence tick bomb
2024-08-12,Professional Network,Great discussion on Spatial Agents vs LLMs today. The consensus is clear: physics matters.,https://www.gartner.com/en/information-technology,great discussion agent today consensus clear physic matter
2024-03-31,Professional Network,Great discussion on Voxel AI vs LLMs today. The consensus is clear: physics matters.,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,great discussion voxel today consensus clear physic matter
2025-03-19,Professional Network,"Stop treating XR like a chatbot. We need World Models, not text.",https://www.linkedin.com/groups/3073331/,stop treat like chatbot need text
2024-11-28,Professional Network,The ROI on Spatial Agents for Healthcare is undeniable. 40% efficiency gains.,https://www.gartner.com/en/information-technology,roi agent healthcare undeniable efficiency gain
2025-07-16,Professional Network,Just saw a demo of JEPA by Google DeepMind. Mind blown! #XR #AI,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,saw demo jepa google deepmind mind blown
2025-09-24,Professional Network,Hiring for XR Developer with experience in Voxel AI and Construction.,https://www.gartner.com/en/information-technology,hire developer experience voxel construction
2024-07-01,Professional Network,Just saw a demo of Spatial Intelligence by Google DeepMind. Mind blown! #XR #AI,https://www.linkedin.com/groups/3073331/,saw demo google deepmind mind blown
2024-10-15,Professional Network,The future of work is Object Permanence. Are you ready?,https://www.linkedin.com/groups/4052516/,future work object permanence ready
2025-04-01,Professional Network,Proud to announce our new partnership with Tesla to build World Models solutions.,https://www.cio.com/,proud announce partnership tesla build solution
2025-03-25,Professional Network,Proud to announce our new partnership with Google DeepMind to build JEPA solutions.,https://www.linkedin.com/groups/4052516/,proud announce partnership google deepmind build jepa solution
2024-06-03,Professional Network,Great discussion on JEPA vs LLMs today. The consensus is clear: physics matters.,https://www.gartner.com/en/information-technology,great discussion jepa today consensus clear physic matter
2024-10-20,Professional Network,Excited to speak at the Defense summit about Spatial Agents and Compute Cost.,https://www.linkedin.com/groups/3073331/,excite speak defense summit agent compute cost
2025-03-04,Professional Network,Proud to announce our new partnership with NVIDIA to build Latent Space Sim solutions.,https://www.linkedin.com/groups/4052516/,proud announce partnership nvidia build latent space sim solution
2024-06-07,Professional Network,"Stop treating XR like a chatbot. We need Spatial Agents, not text.",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,stop treat like chatbot need agent text
2024-12-08,Professional Network,"Stop treating XR like a chatbot. We need Spatial Intelligence, not text.",https://www.linkedin.com/groups/3073331/,stop treat like chatbot need text
2024-01-11,Professional Network,"Stop treating XR like a chatbot. We need Digital Twins, not text.",https://www.gartner.com/en/information-technology,stop treat like chatbot need digital twin text
2025-11-29,Professional Network,Hiring for Innovation Lead with experience in Neural Physics and Automotive.,https://www.linkedin.com/groups/37782/,hire innovation lead experience neural physic automotive
2024-01-06,Professional Network,The future of work is Voxel AI. Are you ready?,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights,future work voxel ready
2024-05-29,Professional Network,We need to talk about Data Security in JEPA. It's a ticking time bomb.,https://www.linkedin.com/groups/4052516/,need talk security jepa tick bomb
2025-01-18,Professional Network,We need to talk about Safety in Object Permanence. It's a ticking time bomb.,https://www.gartner.com/en/information-technology,need talk safety object permanence tick bomb
2025-08-01,Professional Network,The future of work is Voxel AI. Are you ready?,https://www.linkedin.com/groups/3073331/,future work voxel ready
2025-05-22,Professional Network,"Stop treating XR like a chatbot. We need Object Permanence, not text.",https://www.cio.com/,stop treat like chatbot need object permanence text
